"Species";"Latitude";"Longitude";"Source"
"Dictyota dichotoma";56,5116;-6,76119;"Marinespeed"
"Dictyota dichotoma";50,77548;0,10645;"Marinespeed"
"Dictyota dichotoma";60,45782;-1,36363;"Marinespeed"
"Dictyota dichotoma";54,63562;-8,48787;"Marinespeed"
"Dictyota dichotoma";53,48363;-10,15975;"Marinespeed"
"Dictyota dichotoma";53,11817;-9,45641;"Marinespeed"
"Dictyota dichotoma";52,65208;-9,72981;"Marinespeed"
"Dictyota dichotoma";55,75296;-4,94826;"Marinespeed"
"Dictyota dichotoma";50,81508;-0,10474;"Marinespeed"
"Dictyota dichotoma";55,16667;-7,50115;"Marinespeed"
"Dictyota dichotoma";53,61727;-9,87682;"Marinespeed"
"Dictyota dichotoma";53,08557;-9,56779;"Marinespeed"
"Dictyota dichotoma";52,28063;-9,94148;"Marinespeed"
"Dictyota dichotoma";53,9723;-10,13205;"Marinespeed"
"Dictyota dichotoma";59,28592;5,6353;"Marinespeed"
"Dictyota dichotoma";36,534;-6,313;"Marinespeed"
"Dictyota dichotoma";51,79181;-5,11802;"Marinespeed"
"Dictyota dichotoma";51,65429;-4,24817;"Marinespeed"
"Dictyota dichotoma";51,37526;-3,3938;"Marinespeed"
"Dictyota dichotoma";43,28268;5,15502;"Marinespeed"
"Dictyota dichotoma";52,90972;-4,27175;"Marinespeed"
"Dictyota dichotoma";56,75351;-5,91254;"Marinespeed"
"Dictyota dichotoma";57,65628;-7,12202;"Marinespeed"
"Dictyota dichotoma";40,02898;0,12892;"Marinespeed"
"Dictyota dichotoma";56,82917;-6,44541;"Marinespeed"
"Dictyota dichotoma";51,64302;-4,75575;"Marinespeed"
"Dictyota dichotoma";50,04018;-5,63099;"Marinespeed"
"Dictyota dichotoma";50,5827;-1,99929;"Marinespeed"
"Dictyota dichotoma";50,75781;0,11346;"Marinespeed"
"Dictyota dichotoma";54,08529;-4,7683;"Marinespeed"
"Dictyota dichotoma";53,4243;-4,39695;"Marinespeed"
"Dictyota dichotoma";43,4;-3,19;"Marinespeed"
"Dictyota dichotoma";41,42;-8,82;"Marinespeed"
"Dictyota dichotoma";41,625;2,625;"Marinespeed"
"Dictyota dichotoma";54,81767;-4,22035;"Marinespeed"
"Dictyota dichotoma";55,04047;-5,05615;"Marinespeed"
"Dictyota dichotoma";55,89677;-5,07838;"Marinespeed"
"Dictyota dichotoma";57,86392;-5,67814;"Marinespeed"
"Dictyota dichotoma";57,32747;-5,69746;"Marinespeed"
"Dictyota dichotoma";58,28422;-6,92047;"Marinespeed"
"Dictyota dichotoma";55,76537;-5,32477;"Marinespeed"
"Dictyota dichotoma";51,01534;-4,42317;"Marinespeed"
"Dictyota dichotoma";50,18661;-5,60986;"Marinespeed"
"Dictyota dichotoma";55,67077;-1,73526;"Marinespeed"
"Dictyota dichotoma";56,34691;-6,34694;"Marinespeed"
"Dictyota dichotoma";57,28677;-7,43443;"Marinespeed"
"Dictyota dichotoma";60,33474;-1,74913;"Marinespeed"
"Dictyota dichotoma";58,84265;-3,0458;"Marinespeed"
"Dictyota dichotoma";54,23659;-0,31436;"Marinespeed"
"Dictyota dichotoma";54,49911;-0,59855;"Marinespeed"
"Dictyota dichotoma";49,97464;-5,23121;"Marinespeed"
"Dictyota dichotoma";51,72224;-5,67481;"Marinespeed"
"Dictyota dichotoma";58,44895;-6,39952;"Marinespeed"
"Dictyota dichotoma";54,29554;-4,30589;"Marinespeed"
"Dictyota dichotoma";50,63235;-2,40797;"Marinespeed"
"Dictyota dichotoma";51,33898;1,2308;"Marinespeed"
"Dictyota dichotoma";52,10194;-6,90534;"Marinespeed"
"Dictyota dichotoma";49,99569;-5,00024;"Marinespeed"
"Dictyota dichotoma";55,70139;-4,90537;"Marinespeed"
"Dictyota dichotoma";57,625;-6,458333333;"Marinespeed"
"Dictyota dichotoma";54,31237;-9,50057;"Marinespeed"
"Dictyota dichotoma";56,45644;-5,43692;"Marinespeed"
"Dictyota dichotoma";58,04648;7,79021;"Marinespeed"
"Dictyota dichotoma";52,73209;-9,63614;"Marinespeed"
"Dictyota dichotoma";54,11886;-5,88078;"Marinespeed"
"Dictyota dichotoma";57,67;10,38;"Marinespeed"
"Dictyota dichotoma";53,44048;-6,11965;"Marinespeed"
"Dictyota dichotoma";54,41431;-5,62318;"Marinespeed"
"Dictyota dichotoma";54,18348;-5,86931;"Marinespeed"
"Dictyota dichotoma";51,98312;-7,5881;"Marinespeed"
"Dictyota dichotoma";51,60425;-8,53692;"Marinespeed"
"Dictyota dichotoma";55,21276;-7,80675;"Marinespeed"
"Dictyota dichotoma";53,2337;-9,544;"Marinespeed"
"Dictyota dichotoma";53,71122;-10,08323;"Marinespeed"
"Dictyota dichotoma";52,17234;-6,35633;"Marinespeed"
"Dictyota dichotoma";51,90782;-10,28247;"Marinespeed"
"Dictyota dichotoma";51,52691;-9,40446;"Marinespeed"
"Dictyota dichotoma";41,7;2,9333;"Marinespeed"
"Dictyota dichotoma";57,8359;-7,13067;"Marinespeed"
"Dictyota dichotoma";50,20852;-3,94051;"Marinespeed"
"Dictyota dichotoma";54,12061;-0,07421;"Marinespeed"
"Dictyota dichotoma";51,64521;-9,8545;"Marinespeed"
"Dictyota dichotoma";50,63078;-1,43225;"Marinespeed"
"Dictyota dichotoma";60,34728;-1,4428;"Marinespeed"
"Dictyota dichotoma";57,1372;-7,22703;"Marinespeed"
"Dictyota dichotoma";58,91581;-3,29809;"Marinespeed"
"Dictyota dichotoma";56,23243;-5,78007;"Marinespeed"
"Dictyota dichotoma";57,06355;-6,60555;"Marinespeed"
"Dictyota dichotoma";52,16816;-4,41293;"Marinespeed"
"Dictyota dichotoma";55,15572;-7,55031;"Marinespeed"
"Dictyota dichotoma";51,71242;-9,54762;"Marinespeed"
"Dictyota dichotoma";53,29392;-9,65814;"Marinespeed"
"Dictyota dichotoma";52,43483;-9,91241;"Marinespeed"
"Dictyota dichotoma";58,25807;-6,16421;"Marinespeed"
"Dictyota dichotoma";51,56274;-4,33023;"Marinespeed"
"Dictyota dichotoma";55,88945;-6,39881;"Marinespeed"
"Dictyota dichotoma";57,68681;-6,44684;"Marinespeed"
"Dictyota dichotoma";51,42048;1,52431;"Marinespeed"
"Dictyota dichotoma";56,57527;-5,93237;"Marinespeed"
"Dictyota dichotoma";53,58808;-6,08945;"Marinespeed"
"Dictyota dichotoma";52,56509;-6,19322;"Marinespeed"
"Dictyota dichotoma";54,48793;-3,61336;"Marinespeed"
"Dictyota dichotoma";36,004;-5,601;"Marinespeed"
"Dictyota dichotoma";55,34998;-6,39713;"Marinespeed"
"Dictyota dichotoma";53,61492;-10,19183;"Marinespeed"
"Dictyota dichotoma";54,00076;-6,06321;"Marinespeed"
"Dictyota dichotoma";51,48437;-9,10126;"Marinespeed"
"Dictyota dichotoma";54,95236;-8,4838;"Marinespeed"
"Dictyota dichotoma";52,19591;-6,82347;"Marinespeed"
"Dictyota dichotoma";52,23032;-6,29344;"Marinespeed"
"Dictyota dichotoma";53,29388;-9,7708;"Marinespeed"
"Dictyota dichotoma";55,17283;-6,03557;"Marinespeed"
"Dictyota dichotoma";60,57837;-0,91138;"Marinespeed"
"Dictyota dichotoma";55,62093;-6,14053;"Marinespeed"
"Dictyota dichotoma";57,15911;-6,29629;"Marinespeed"
"Dictyota dichotoma";57,27668;-5,71228;"Marinespeed"
"Dictyota dichotoma";57,91992;-6,60668;"Marinespeed"
"Dictyota dichotoma";55,83286;-6,45875;"Marinespeed"
"Dictyota dichotoma";56,11259;-5,78761;"Marinespeed"
"Dictyota dichotoma";56,34406;-6,24781;"Marinespeed"
"Dictyota dichotoma";59,35508;5,65829;"Marinespeed"
"Dictyota dichotoma";54,66401;-4,70361;"Marinespeed"
"Dictyota dichotoma";57,9305;-6,87694;"Marinespeed"
"Dictyota dichotoma";57,61668;-5,79887;"Marinespeed"
"Dictyota dichotoma";58,40808;-6,48867;"Marinespeed"
"Dictyota dichotoma";60,13378;-2,11432;"Marinespeed"
"Dictyota dichotoma";60,42546;-0,77844;"Marinespeed"
"Dictyota dichotoma";55,82292;-2,03911;"Marinespeed"
"Dictyota dichotoma";57,88031;-8,49589;"Marinespeed"
"Dictyota dichotoma";56,88667;-7,48622;"Marinespeed"
"Dictyota dichotoma";39,86;0,72;"Marinespeed"
"Dictyota dichotoma";42,23;-8,82;"Marinespeed"
"Dictyota dichotoma";43,47167;10,33333;"Marinespeed"
"Dictyota dichotoma";53,61508;4,19067;"Marinespeed"
"Dictyota dichotoma";38,82;0,15;"Marinespeed"
"Dictyota dichotoma";42,48;3,14;"Marinespeed"
"Dictyota dichotoma";42,65;18,07;"Marinespeed"
"Dictyota dichotoma";54,875;-4,791666667;"Marinespeed"
"Dictyota dichotoma";38,85624;0,06149;"Marinespeed"
"Dictyota dichotoma";38,41172;-0,30861;"Marinespeed"
"Dictyota dichotoma";52,74233;-9,60866;"Marinespeed"
"Dictyota dichotoma";50,58626;-2,08688;"Marinespeed"
"Dictyota dichotoma";50,71659;-1,83638;"Marinespeed"
"Dictyota dichotoma";50,72862;-0,81041;"Marinespeed"
"Dictyota dichotoma";54,77934;-4,6102;"Marinespeed"
"Dictyota dichotoma";56,53752;-5,3987;"Marinespeed"
"Dictyota dichotoma";57,02955;-6,64918;"Marinespeed"
"Dictyota dichotoma";53,62452;-10,17147;"Marinespeed"
"Dictyota dichotoma";55,45149;-5,51981;"Marinespeed"
"Dictyota dichotoma";49,4006;-2,3573;"Marinespeed"
"Dictyota dichotoma";49,41961;-2,55471;"Marinespeed"
"Dictyota dichotoma";55,67613;-6,31351;"Marinespeed"
"Dictyota dichotoma";51,46434;-9,33911;"Marinespeed"
"Dictyota dichotoma";51,73632;-4,62888;"Marinespeed"
"Dictyota dichotoma";51,56935;-3,96977;"Marinespeed"
"Dictyota dichotoma";53,17312;-8,96668;"Marinespeed"
"Dictyota dichotoma";53,49334;-6,02614;"Marinespeed"
"Dictyota dichotoma";53,2825;-6,07411;"Marinespeed"
"Dictyota dichotoma";51,99032;-7,5924;"Marinespeed"
"Dictyota dichotoma";51,64677;-9,76012;"Marinespeed"
"Dictyota dichotoma";54,27423;-8,74012;"Marinespeed"
"Dictyota dichotoma";54,20833333;-5,708333333;"Marinespeed"
"Dictyota dichotoma";51,2338;-3,7183;"Marinespeed"
"Dictyota dichotoma";52,88028;-4,74961;"Marinespeed"
"Dictyota dichotoma";58,125;-5,291666667;"Marinespeed"
"Dictyota dichotoma";54,16514;-3,14886;"Marinespeed"
"Dictyota dichotoma";52,17224;-10,41219;"Marinespeed"
"Dictyota dichotoma";51,93828;-5,20749;"Marinespeed"
"Dictyota dichotoma";56,69112;-6,09074;"Marinespeed"
"Dictyota dichotoma";54,41669;-5,45786;"Marinespeed"
"Dictyota dichotoma";52,24321;-6,30883;"Marinespeed"
"Dictyota dichotoma";52,02955;-5,05653;"Marinespeed"
"Dictyota dichotoma";56,97;8,37;"Marinespeed"
"Dictyota dichotoma";43,31;-2,32;"Marinespeed"
"Dictyota dichotoma";36,08;-5,39;"Marinespeed"
"Dictyota dichotoma";60,57618;-0,864;"Marinespeed"
"Dictyota dichotoma";57,35044;-6,11566;"Marinespeed"
"Dictyota dichotoma";57,98746;-6,72716;"Marinespeed"
"Dictyota dichotoma";56,49518;-6,14113;"Marinespeed"
"Dictyota dichotoma";57,33211;-6,46785;"Marinespeed"
"Dictyota dichotoma";52,97646;0,61194;"Marinespeed"
"Dictyota dichotoma";51,56164;-4,31791;"Marinespeed"
"Dictyota dichotoma";50,70724;-2,97376;"Marinespeed"
"Dictyota dichotoma";58,90084;-3,26802;"Marinespeed"
"Dictyota dichotoma";52,57968;-4,22511;"Marinespeed"
"Dictyota dichotoma";54,40798;-0,49534;"Marinespeed"
"Dictyota dichotoma";50,70678;-2,79812;"Marinespeed"
"Dictyota dichotoma";50,69813;-1,01227;"Marinespeed"
"Dictyota dichotoma";50,1793;-4,26292;"Marinespeed"
"Dictyota dichotoma";36,742;-3,778;"Marinespeed"
"Dictyota dichotoma";59,2956;4,87593;"Marinespeed"
"Dictyota dichotoma";37,09;-8,47;"Marinespeed"
"Dictyota dichotoma";54,08;-3,24;"Marinespeed"
"Dictyota dichotoma";51,70833;-4,69313;"Marinespeed"
"Dictyota dichotoma";51,71593;-4,53357;"Marinespeed"
"Dictyota dichotoma";51,71272;-4,67818;"Marinespeed"
"Dictyota dichotoma";53,35801;-4,26923;"Marinespeed"
"Dictyota dichotoma";52,06117;-5,13676;"Marinespeed"
"Dictyota dichotoma";51,58112;-3,79705;"Marinespeed"
"Dictyota dichotoma";57,04257;-5,78289;"Marinespeed"
"Dictyota dichotoma";60,11922;-1,11913;"Marinespeed"
"Dictyota dichotoma";50,22719;-3,95388;"Marinespeed"
"Dictyota dichotoma";60,19654;-1,28301;"Marinespeed"
"Dictyota dichotoma";57,06011;-7,4309;"Marinespeed"
"Dictyota dichotoma";58,03065;-5,40545;"Marinespeed"
"Dictyota dichotoma";57,02757;-6,43118;"Marinespeed"
"Dictyota dichotoma";38,45833333;-0,291666667;"Marinespeed"
"Dictyota dichotoma";39,625;-0,291666667;"Marinespeed"
"Dictyota dichotoma";56,53307;-5,80024;"Marinespeed"
"Dictyota dichotoma";52,74229;-4,1356;"Marinespeed"
"Dictyota dichotoma";54,21691;-0,2584;"Marinespeed"
"Dictyota dichotoma";50,68668;-0,67413;"Marinespeed"
"Dictyota dichotoma";50,71692;-4,69963;"Marinespeed"
"Dictyota dichotoma";52,01364;-4,97527;"Marinespeed"
"Dictyota dichotoma";52,98821;0,69014;"Marinespeed"
"Dictyota dichotoma";52,46149;-10,06815;"Marinespeed"
"Dictyota dichotoma";53,69803;-9,91931;"Marinespeed"
"Dictyota dichotoma";52,10604;-10,50425;"Marinespeed"
"Dictyota dichotoma";56,45833333;-6,041666667;"Marinespeed"
"Dictyota dichotoma";54,53844;-5,47456;"Marinespeed"
"Dictyota dichotoma";55,14781;-7,53809;"Marinespeed"
"Dictyota dichotoma";51,79516;-8,25187;"Marinespeed"
"Dictyota dichotoma";54,95576;-5,74638;"Marinespeed"
"Dictyota dichotoma";55,2177;-6,54412;"Marinespeed"
"Dictyota dichotoma";54,24079;-5,67047;"Marinespeed"
"Dictyota dichotoma";57,60121;-6,51427;"Marinespeed"
"Dictyota dichotoma";57,40808;-6,14047;"Marinespeed"
"Dictyota dichotoma";56,62926;-6,24558;"Marinespeed"
"Dictyota dichotoma";56,8727;-5,89708;"Marinespeed"
"Dictyota dichotoma";56,35394;-5,53295;"Marinespeed"
"Dictyota dichotoma";57,537;-5,60331;"Marinespeed"
"Dictyota dichotoma";51,09671;1,22458;"Marinespeed"
"Dictyota dichotoma";56,57669;-6,28368;"Marinespeed"
"Dictyota dichotoma";60,64447;-0,98048;"Marinespeed"
"Dictyota dichotoma";56,78125;-7,64952;"Marinespeed"
"Dictyota dichotoma";52,44415;-4,16235;"Marinespeed"
"Dictyota dichotoma";59,09202;-2,69381;"Marinespeed"
"Dictyota dichotoma";59,1255;-3,05615;"Marinespeed"
"Dictyota dichotoma";50,77975;0,04351;"Marinespeed"
"Dictyota dichotoma";56,78681;-5,96844;"Marinespeed"
"Dictyota dichotoma";56,69486;-6,08624;"Marinespeed"
"Dictyota dichotoma";52,44661;-4,17572;"Marinespeed"
"Dictyota dichotoma";43,4;-2,57;"Marinespeed"
"Dictyota dichotoma";38,58625;0,07254;"Marinespeed"
"Dictyota dichotoma";55,70833333;-5,625;"Marinespeed"
"Dictyota dichotoma";51,83241;-5,11357;"Marinespeed"
"Dictyota dichotoma";52,89255;-4,15562;"Marinespeed"
"Dictyota dichotoma";55,73046;-5,41741;"Marinespeed"
"Dictyota dichotoma";50,61751;-2,24527;"Marinespeed"
"Dictyota dichotoma";56,87223;-6,02512;"Marinespeed"
"Dictyota dichotoma";58,8177;-3,0208;"Marinespeed"
"Dictyota dichotoma";50,22319;-3,97756;"Marinespeed"
"Dictyota dichotoma";56,82485;-5,87406;"Marinespeed"
"Dictyota dichotoma";52,85228;-4,44701;"Marinespeed"
"Dictyota dichotoma";51,73422;-4,58168;"Marinespeed"
"Dictyota dichotoma";56,65678;-6,12294;"Marinespeed"
"Dictyota dichotoma";38,05892;-0,66347;"Marinespeed"
"Dictyota dichotoma";51,7872;-10,32849;"Marinespeed"
"Dictyota dichotoma";54,67872;-5,88117;"Marinespeed"
"Dictyota dichotoma";55,21063;-5,06525;"Marinespeed"
"Dictyota dichotoma";56,08326;-5,71718;"Marinespeed"
"Dictyota dichotoma";56,60015;-6,64431;"Marinespeed"
"Dictyota dichotoma";57,06545;-6,20702;"Marinespeed"
"Dictyota dichotoma";52,07516;-7,55146;"Marinespeed"
"Dictyota dichotoma";53,41487;-10,18484;"Marinespeed"
"Dictyota dichotoma";54,32047;-8,63979;"Marinespeed"
"Dictyota dichotoma";51,67586;-10,09045;"Marinespeed"
"Dictyota dichotoma";51,58962;-10,03598;"Marinespeed"
"Dictyota dichotoma";54,64045;-8,70777;"Marinespeed"
"Dictyota dichotoma";40,29;8,47;"Marinespeed"
"Dictyota dichotoma";55,52946;-5,1255;"Marinespeed"
"Dictyota dichotoma";57,57182;-6,37837;"Marinespeed"
"Dictyota dichotoma";56,49738;-6,23569;"Marinespeed"
"Dictyota dichotoma";56,34867;-5,88875;"Marinespeed"
"Dictyota dichotoma";56,90648;-5,88087;"Marinespeed"
"Dictyota dichotoma";58,57591;-4,72611;"Marinespeed"
"Dictyota dichotoma";58,13632;-6,46627;"Marinespeed"
"Dictyota dichotoma";57,94942;-6,9692;"Marinespeed"
"Dictyota dichotoma";57,89789;-5,32703;"Marinespeed"
"Dictyota dichotoma";51,05859;1,26904;"Marinespeed"
"Dictyota dichotoma";60,25586;-1,13896;"Marinespeed"
"Dictyota dichotoma";59,03964;-3,00995;"Marinespeed"
"Dictyota dichotoma";52,13387;-4,68804;"Marinespeed"
"Dictyota dichotoma";53,30291;-4,69188;"Marinespeed"
"Dictyota dichotoma";43,39;-4,3;"Marinespeed"
"Dictyota dichotoma";41,79166667;-8,875;"Marinespeed"
"Dictyota dichotoma";38,97;1,21;"Marinespeed"
"Dictyota dichotoma";43,49;-3,8;"Marinespeed"
"Dictyota dichotoma";36,7;-6,48;"Marinespeed"
"Dictyota dichotoma";50,785;1,60297;"Marinespeed"
"Dictyota dichotoma";33,2833;-8,5167;"Marinespeed"
"Dictyota dichotoma";50,72128;-4,76294;"Marinespeed"
"Dictyota dichotoma";55,39765;-4,76376;"Marinespeed"
"Dictyota dichotoma";51,34655;0,94404;"Marinespeed"
"Dictyota dichotoma";52,9075;-9,41217;"Marinespeed"
"Dictyota dichotoma";55,83764;-5,9374;"Marinespeed"
"Dictyota dichotoma";56,60612;-6,48193;"Marinespeed"
"Dictyota dichotoma";55,02712;-5,20775;"Marinespeed"
"Dictyota dichotoma";54,14081;-4,67935;"Marinespeed"
"Dictyota dichotoma";52,05664;-7,52613;"Marinespeed"
"Dictyota dichotoma";50,25348;-5,43739;"Marinespeed"
"Dictyota dichotoma";56,4678;-6,20639;"Marinespeed"
"Dictyota dichotoma";53,02015;-9,40894;"Marinespeed"
"Dictyota dichotoma";55,15027;-6,98202;"Marinespeed"
"Dictyota dichotoma";54,05653;-5,95829;"Marinespeed"
"Dictyota dichotoma";52,36276;-9,8357;"Marinespeed"
"Dictyota dichotoma";51,88672;-10,36908;"Marinespeed"
"Dictyota dichotoma";51,69059;-8,49709;"Marinespeed"
"Dictyota dichotoma";54,42691;-5,41021;"Marinespeed"
"Dictyota dichotoma";57,72917;-6,96413;"Marinespeed"
"Dictyota dichotoma";57,70702;-6,34429;"Marinespeed"
"Dictyota dichotoma";54,88554;-1,32573;"Marinespeed"
"Dictyota dichotoma";50,10307;-5,4273;"Marinespeed"
"Dictyota dichotoma";50,65839;-1,5819;"Marinespeed"
"Dictyota dichotoma";57,32854;-5,92865;"Marinespeed"
"Dictyota dichotoma";50,73195;-0,41068;"Marinespeed"
"Dictyota dichotoma";53,57228;-3,10252;"Marinespeed"
"Dictyota dichotoma";36,7397;-3,6017;"Marinespeed"
"Dictyota dichotoma";55,83569;-5,89965;"Marinespeed"
"Dictyota dichotoma";55,69468;-6,52261;"Marinespeed"
"Dictyota dichotoma";57,96961;-6,72311;"Marinespeed"
"Dictyota dichotoma";56,60926;-6,2254;"Marinespeed"
"Dictyota dichotoma";58,14767;-6,37243;"Marinespeed"
"Dictyota dichotoma";57,90526;-6,83126;"Marinespeed"
"Dictyota dichotoma";58,01171;7,03503;"Marinespeed"
"Dictyota dichotoma";50,72179;-1,72868;"Marinespeed"
"Dictyota dichotoma";50,59268;-3,4405;"Marinespeed"
"Dictyota dichotoma";58,96508;-2,7469;"Marinespeed"
"Dictyota dichotoma";52,07827;-4,75914;"Marinespeed"
"Dictyota dichotoma";50,57431;-1,30158;"Marinespeed"
"Dictyota dichotoma";39,43;-9,17;"Marinespeed"
"Dictyota dichotoma";53,88695;-10,05393;"Marinespeed"
"Dictyota dichotoma";53,4985;-6,09448;"Marinespeed"
"Dictyota dichotoma";53,48829;-6,0196;"Marinespeed"
"Dictyota dichotoma";53,31959;-9,85399;"Marinespeed"
"Dictyota dichotoma";53,70833333;-9,958333333;"Marinespeed"
"Dictyota dichotoma";53,83602;-9,97968;"Marinespeed"
"Dictyota dichotoma";39,79;2,71;"Marinespeed"
"Dictyota dichotoma";50,85;1,567;"Marinespeed"
"Dictyota dichotoma";54,75244;-4,92247;"Marinespeed"
"Dictyota dichotoma";55,89506;-5,35027;"Marinespeed"
"Dictyota dichotoma";57,76911;-7,02351;"Marinespeed"
"Dictyota dichotoma";54,67607;-4,38636;"Marinespeed"
"Dictyota dichotoma";55,44301;-5,13783;"Marinespeed"
"Dictyota dichotoma";57,77372;-7,02078;"Marinespeed"
"Dictyota dichotoma";57,01937;-5,68657;"Marinespeed"
"Dictyota dichotoma";56,00879;-2,50604;"Marinespeed"
"Dictyota dichotoma";58,88643;-3,17726;"Marinespeed"
"Dictyota dichotoma";43,57;-6,2;"Marinespeed"
"Dictyota dichotoma";42,87;3,03;"Marinespeed"
"Dictyota dichotoma";50,2721;-4,73684;"Marinespeed"
"Dictyota dichotoma";50,63145;-4,75767;"Marinespeed"
"Dictyota dichotoma";50,66235;-2,63676;"Marinespeed"
"Dictyota dichotoma";56,96439;-6,52494;"Marinespeed"
"Dictyota dichotoma";50,99501;-4,53329;"Marinespeed"
"Dictyota dichotoma";50,6639;-2,21226;"Marinespeed"
"Dictyota dichotoma";51,22417;-3,64106;"Marinespeed"
"Dictyota dichotoma";56,82386;-6,23644;"Marinespeed"
"Dictyota dichotoma";58,55543;-4,32819;"Marinespeed"
"Dictyota dichotoma";58,60217;-4,00766;"Marinespeed"
"Dictyota dichotoma";53,30437;-4,58538;"Marinespeed"
"Dictyota dichotoma";51,70151;-8,3725;"Marinespeed"
"Dictyota dichotoma";53,66504;-9,95867;"Marinespeed"
"Dictyota dichotoma";58,54166667;11,29166667;"Marinespeed"
"Dictyota dichotoma";51,61287;-4,29668;"Marinespeed"
"Dictyota dichotoma";57,06091;-5,88874;"Marinespeed"
"Dictyota dichotoma";56,68693;-5,7079;"Marinespeed"
"Dictyota dichotoma";52,26309;-4,53901;"Marinespeed"
"Dictyota dichotoma";50,21351;-3,8552;"Marinespeed"
"Dictyota dichotoma";56,95796;-6,20722;"Marinespeed"
"Dictyota dichotoma";58,62391;-3,53869;"Marinespeed"
"Dictyota dichotoma";55,58767;-6,24502;"Marinespeed"
"Dictyota dichotoma";55,88648;-5,40072;"Marinespeed"
"Dictyota dichotoma";53,13867;-9,2055;"Marinespeed"
"Dictyota dichotoma";38,14664;-0,54657;"Marinespeed"
"Dictyota dichotoma";38,94613;-0,05798;"Marinespeed"
"Dictyota dichotoma";51,62992;-4,70004;"Marinespeed"
"Dictyota dichotoma";54,77883;-4,25477;"Marinespeed"
"Dictyota dichotoma";56,32533;-2,72773;"Marinespeed"
"Dictyota dichotoma";51,15539;1,361;"Marinespeed"
"Dictyota dichotoma";56,76906;-6,01733;"Marinespeed"
"Dictyota dichotoma";57,0413;-6,26946;"Marinespeed"
"Dictyota dichotoma";57,95476;-5,51832;"Marinespeed"
"Dictyota dichotoma";55,20833333;-7,625;"Marinespeed"
"Dictyota dichotoma";37,65;0;"Marinespeed"
"Dictyota dichotoma";53,24959;-9,12935;"Marinespeed"
"Dictyota dichotoma";54,26509;-8,72071;"Marinespeed"
"Dictyota dichotoma";51,75431;-10,101;"Marinespeed"
"Dictyota dichotoma";51,67099;-9,4968;"Marinespeed"
"Dictyota dichotoma";40,45;17,13;"Marinespeed"
"Dictyota dichotoma";58,1316;-6,44697;"Marinespeed"
"Dictyota dichotoma";50,59604;-2,49385;"Marinespeed"
"Dictyota dichotoma";51,14259;1,38366;"Marinespeed"
"Dictyota dichotoma";60,13831;-1,02319;"Marinespeed"
"Dictyota dichotoma";49,90068;-6,45641;"Marinespeed"
"Dictyota dichotoma";57,55084;-7,29968;"Marinespeed"
"Dictyota dichotoma";60,3414;-1,336;"Marinespeed"
"Dictyota dichotoma";58,92018;-3,11935;"Marinespeed"
"Dictyota dichotoma";60,10545;-0,07427;"Marinespeed"
"Dictyota dichotoma";57,97407;-7,09626;"Marinespeed"
"Dictyota dichotoma";55,74151;-5,59691;"Marinespeed"
"Dictyota dichotoma";47,7506;-4,41777;"Marinespeed"
"Dictyota dichotoma";57,55408;-5,60333;"Marinespeed"
"Dictyota dichotoma";52,75885;-4,21349;"Marinespeed"
"Dictyota dichotoma";56,07824;-5,61378;"Marinespeed"
"Dictyota dichotoma";56,29607;-2,56638;"Marinespeed"
"Dictyota dichotoma";51,66763;-5,05162;"Marinespeed"
"Dictyota dichotoma";52,35348;-4,12928;"Marinespeed"
"Dictyota dichotoma";57,32946;-6,01355;"Marinespeed"
"Dictyota dichotoma";50,875;-4,625;"Marinespeed"
"Dictyota dichotoma";56,98844;-5,63738;"Marinespeed"
"Dictyota dichotoma";60,38029;-1,39507;"Marinespeed"
"Dictyota dichotoma";51,05849;-4,19706;"Marinespeed"
"Dictyota dichotoma";55,93928;-2,33702;"Marinespeed"
"Dictyota dichotoma";60,30615;-1,48874;"Marinespeed"
"Dictyota dichotoma";58,99087;-2,79097;"Marinespeed"
"Dictyota dichotoma";59,16094;-3,11496;"Marinespeed"
"Dictyota dichotoma";37,35;-1,59;"Marinespeed"
"Dictyota dichotoma";37,63;-8,83;"Marinespeed"
"Dictyota dichotoma";43,63;-5,81;"Marinespeed"
"Dictyota dichotoma";37,207;-7,089;"Marinespeed"
"Dictyota dichotoma";54,22809;-4,69651;"Marinespeed"
"Dictyota dichotoma";59,10568;-3,30963;"Marinespeed"
"Dictyota dichotoma";51,74508;-9,93317;"Marinespeed"
"Dictyota dichotoma";53,1787;-9,27147;"Marinespeed"
"Dictyota dichotoma";51,83736;-7,92745;"Marinespeed"
"Dictyota dichotoma";56,42976;-6,92144;"Marinespeed"
"Dictyota dichotoma";55,90045;-6,07985;"Marinespeed"
"Dictyota dichotoma";50,84031;-1,07674;"Marinespeed"
"Dictyota dichotoma";56,43228;-7,05981;"Marinespeed"
"Dictyota dichotoma";56,55848;-6,87463;"Marinespeed"
"Dictyota dichotoma";54,56749;-5,64877;"Marinespeed"
"Dictyota dichotoma";54,48366;-8,27074;"Marinespeed"
"Dictyota dichotoma";51,51392;-9,51398;"Marinespeed"
"Dictyota dichotoma";54,30157;-3,42162;"Marinespeed"
"Dictyota dichotoma";58,87447;11,15358;"Marinespeed"
"Dictyota dichotoma";51,86184;-9,6762;"Marinespeed"
"Dictyota dichotoma";54,6777;-4,96365;"Marinespeed"
"Dictyota dichotoma";54,09314;-4,53478;"Marinespeed"
"Dictyota dichotoma";56,49258;-5,58973;"Marinespeed"
